"nm0000001","Fred Astaire"
"nm0015567","Fatih Aksoy"
"nm0015568","Necla Aksoy"
"nm0015569","Nuran Aksoy"
"nm0015570","Orhan Aksoy"
"nm0015571","Serap Aksoy"
"nm0015572","Turgay Aksoy"
"nm0015573","Albert Akst"
"nm0015574","Sezen Aksu"
"nm0015575","Zeynep Aksu"
"nm0015576","Aleksandr Aksyonov"
"nm0015577","Aleksei Aksyonov"
"nm0015578","I. Aksyonov"
"nm0015579","Vasiliy Aksyonov"
"nm0015582","Vsevolod Aksyonov"
"nm0015583","Antonina Aksyonova"
"nm0015584","Natalya Aksyonova"
"nm0015586","Tatyana Aksyuta"
"nm0015587","Zuhal Aktan"
"nm0015589","Erkan Aktas"
"nm0015590","Irina Aktasheva"
"nm0015592","Sevda Aktolga"
"nm0015593","Karina Aktouf"
"nm0015594","Ajlan Aktug"
"nm0015595","Hisashi Aku"
"nm0015597","Fred Akuffo-Lartey"
"nm0015599","Yelizaveta Akulicheva"
"nm0015601","Irina Akulova"
"nm0015602","Tamara Akulova"
"nm0015604","Iwao Akune"
"nm0015609","Hiroshi Akutagawa"
"nm0015610","Hoshi Akutagawa"
"nm0015611","Ryûnosuke Akutagawa"
"nm0015613","Shingo Akutagawa"
"nm0015614","Yasushi Akutagawa"
"nm0015618","Akuyoe Graham"
"nm0015622","Müge Akyamaç"
"nm0015623","Evrim Akyigit"
"nm0015624","Elvan Akyildiz"
"nm0015625","Mahir Akyol"
"nm0015626","Turkan Akyol"
"nm0015628","Sav Akyüz"
"nm0015629","Tuncay Akça"
"nm0015630","Dilek Akçan"
"nm0015632","Nabil Al alfi"
"nm0015635","Rola Al Amin"
"nm0015636","Safia El Emari"
"nm0015637","Ali Al Ariss"
"nm0015638","Farid Al Atrache"
"nm0015642","Judith Al Bakri"
"nm0015643","Menha Batraoui"
"nm0015646","Muchtar Al Ghusain"
"nm0015647","Nour Al Hoda"
"nm0015648","Hassan Al Imam"
"nm0015651","Mohammed Al Kahlawi"
"nm0015652","Abdel Fatah Al Kasri"
"nm0015654","George Lutfi Al Khaouri"
"nm0015655","Nihal Al Khatebb"
"nm0015656","Mounira Al Mahdiyya"
"nm0015657","Abdul Fatah Al Mozaeen"
"nm0015658","Abdel Salam Al Nabulsy"
"nm0015659","Sari Al Nagar"
"nm0015661","Riad Al Qabandi"
"nm0015662","Naguib Al Rihani"
"nm0015663","Sa'eed Saleh"
"nm0015664","Khalid Al Siddiq"
"nm0015665","Ahmad Al Tukhi"
"nm0015668","Otto Al'Antila"
"nm0015670","Big Al"
"nm0015671","Joseph Al"
"nm0015673","Al Vicente"
"nm0015677","Hudhail Al-Amir"
"nm0015679","Muhammad Al-Araby"
"nm0015680","Grisha Alasadi"
"nm0015681","Samer Al-Asadi"
"nm0015682","Nidal Al-Askhar"
"nm0015683","Hasan Al-Asmar"
"nm0015684","Hafez al-Assad"
"nm0015685","Kays Al-Atrakchi"
"nm0015687","Abd Al-Aziz Khalil"
"nm0015688","Kamel Al-Azzawi"
"nm0015691","Mohammed Al-Bakkar"
"nm0015693","Fuad al-Dahiri"
"nm0015695","Zouheir Al-Daya"
"nm0015696","Suzan Al-Doghachi"
"nm0015697","Hemza Al-Din"
"nm0015701","Mohamed Al-Fayed"
"nm0015705","Iman Al-Ghouri"
"nm0015706","Khaled El Hagar"
"nm0015712","Dima Al-Joundi"
"nm0015713","Ali Al-Kassar"
"nm0015714","Adel Al-Khadad"
"nm0015719","Ahmed Al-Machriqi"
"nm0015725","Haidar Al-Omar"
"nm0015726","Safiyyah Al-Omary"
"nm0015727","Omar Al-Qattan"
"nm0015728","Dharma Harun Al-Rashid"
"nm0015731","Majda Al-Romi"
"nm0015732","Naim Al-Safi"
"nm0015733","Abdel Khalak Al-Samorrani"
"nm0015734","Hussein Al-Samorrani"
"nm0015737","Kamal Al-Shennawi"
"nm0015738","Kamal El-Telmessani"
"nm0015742","Kamal Al-Wabi"
"nm0015743","Munir Al-Yasin"
"nm0015744","Muhammad Munir Al-Yassine"
"nm0015745","Faisal Al-Yassiri"
"nm0015749","Aune Ala-Tuuhonen"
"nm0015754","Tunde Alabi"
"nm0015758","Daniele Alabiso"
"nm0015759","Enzo Alabiso"
"nm0015760","Eugenio Alabiso"
"nm0015761","Mario Alabiso"
"nm0015763","Salvatore Alabiso"
"nm0015764","Derya Alabora"
"nm0015765","Mustafa Alabora"
"nm0015766","Wojciech Alaborski"
"nm0015770","Milovan Alac"
"nm0015771","Sol Alac"
"nm0015775","Carl Alacchi"
"nm0015777","Nick Alachiotis"
"nm0015784","Züli Aladag"
"nm0015787","The Aladdins"
"nm0015788","Moni Aladgemov"
"nm0015791","Sylviane Aladin"
"nm0015792","Norman Aladjem"
"nm0015793","Alfredo Alados Rodríguez"
"nm0015794","Mohammad Aladpoush"
"nm0015799","Alady"
"nm0015801","Aladar Laszlo"
"nm0015806","Socrates Alafouzos"
"nm0015807","Miguel Algarín"
"nm0015808","Maya Alagh"
"nm0015809","Abolfazl Alagheband"
"nm0015813","Roberto Alagna"
"nm0015817","Touria Alaoui"
"nm0015821","Dean Alai"
"nm0015823","Azzedine Alaïa"
"nm0015826","Marc Alaimo"
"nm0015827","Michael Alaimo"
"nm0015830","Steve Alaimo"
"nm0015832","Alain"
"nm0015834","Carolle Alain"
"nm0015837","Jacques Alain"
"nm0015840","Olivier Alain"
"nm0015843","Véronique Alain"
"nm0015846","Gina Alajar"
"nm0015848","Toivo Alajärvi"
"nm0015850","Ray Alchin"
"nm0015853","Alaknanda"
"nm0015856","Buket Alakus"
"nm0015864","Sultan Alam"
"nm0015865","Zak Santiago"
"nm0015868","Mariana Alamancheva"
"nm0015869","Tasos Alamanos"
"nm0015870","Míriam Alamany"
"nm0015872","Mariano Alameda"
"nm0015877","S.M. Ferozeuddin Alameer"
"nm0015878","Reza Allamehzadeh"
"nm0015880","Khadija Alami"
"nm0015891","John Alaimo"
"nm0015895","João Alamy Filho"
"nm0015898","Alan"
"nm0015899","Robert Alan Aurthur"
"nm0015901","Roy Alan Wilson"
"nm0015909","Craig Alan"
"nm0015910","David Alan"
"nm0015913","Devon Alan"
"nm0015917","Gary A. Lowe"
"nm0015921","Gilbert Alan"
"nm0015924","Mari Devon"
"nm0015926","Jerry Alan"
"nm0015938","Noemí Alan"
"nm0015940","Pamela Alan"
"nm0015941","Patrick Alan"
"nm0015948","Scott Alan Berk"
"nm0015952","Jeff Alan-Lee"
"nm0015955","Alana"
"nm0015957","Lissi Alandh"
"nm0015960","Annick Alane"
"nm0015961","Bernard Alane"
"nm0015963","Outi Alanen"
"nm0015966","Yehezkel Alani"
"nm0015967","Camilo Alanis"
"nm0015972","Jude Alaniz"
"nm0015976","Rico Alaniz"
"nm0015978","Ismo Alanko"
"nm0015980","Julie Alannagh-Brighten"
"nm0015983","Joel Alano"
"nm0015987","Alanova"
"nm0015988","Mazhar Alanson"
"nm0015992","Petros Alatzas"
"nm0015993","Amina Alaoui"
"nm0015996","Keltoum Alaoui"
"nm0015999","Borhane Alaouié"
"nm0016000","Gergely Alapi"
"nm0016002","Reza Alaqeband"
"nm0016004","Daoud Alar"
"nm0016007","Juhani Alaranta"
"nm0016008","Paquita Alaraz"
"nm0016013","Luis Alarcón"
"nm0016014","Richard Alarcon"
"nm0016015","Sergio Jones"
"nm0016022","Enrique Alarcón"
"nm0016024","Fernando Alarcón"
"nm0016025","Francisco Alarcón"
"nm0016028","Gabriel Alarcón"
"nm0016030","José Alarcón"
"nm0016033","Juan Carlos Alarcón"
"nm0016036","Letícia Alarcón"
"nm0016039","Mario Alarcón"
"nm0016041","Pablo Alarcón"
"nm0016043","Pedro Antonio de Alarcón"
"nm0016044","Sebastián Alarcón"
"nm0016045","Juan Siches de Alarcón"
"nm0016046","Víctor Alarcón"
"nm0016047","Nelly Alard"
"nm0016048","Philippe Alard"
"nm0016051","Manuel Alares"
"nm0016054","Nadine Alari"
"nm0016055","Alfredo Alaria"
"nm0016060","Guillermo Jaime Alarid"
"nm0016061","Amanda Alarie"
"nm0016063","Christiane Alarie"
"nm0016065","Luc Alarie"
"nm0016067","Jonas Alarik"
"nm0016068","John Alarimo"
"nm0016069","James Alario"
"nm0016073","Alarming-Trends"
"nm0016074","Albert Alarr"
"nm0016078","Leopoldo Alas 'Clarín'"
"nm0016079","Claudio de Alas"
"nm0016080","Fatih Alas"
"nm0016085","Joe Alaskey"
"nm0016086","Paolo Aiassa"
"nm0016087","Moustapha Alassane"
"nm0016089","Zeki Alasya"
"nm0016090","Mikko Alatalo"
"nm0016092","Faruk Alatan"
"nm0016093","Ali Alatas"
"nm0016095","Tony Alatis"
"nm0016096","Ishak Alaton"
"nm0016097","Antonio Alatorre"
"nm0016102","Óscar Alatorre"
"nm0016105","Gustavo Alatriste"
"nm0016107","Viridiana Alatriste"
"nm0016109","Babis Alatzas"
"nm0016111","Raja Ahmad Alauddin"
"nm0016114","Myriam Alaux"
"nm0016121","Henrik Alaverdyan"
"nm0016122","Roberto Alavez"
"nm0016123","Dorsay Alavi"
"nm0016124","Mori Alavi"
"nm0016126","David Alavidze"
"nm0016127","Dominique Alavoine"
"nm0016128","Alawali"
"nm0016133","Rauf Alazan"
"nm0016134","Aleksandre Alaznispireli"
"nm0016136","Benito Alazraki"
"nm0016139","Robert Alazraki"
"nm0016140","Samuel Alazraki"
"nm0016141","Carlos Alazraqui"
"nm0016143","Maximiliano F. Alaña"
"nm0016144","Antonio Alañón"
"nm0016147","Alfredo Alba"
"nm0016152","Anna Alba"
"nm0016154","Arturo Albo"
"nm0016158","Consuelo de Alba"
"nm0016159","Corinne Alba"
"nm0016166","Felipe de Alba"
"nm0016171","Irene Alba"
"nm0016172","Jaime Alba"
"nm0016175","Juan Alba"
"nm0016176","Juana Macías"
"nm0016177","Leocadia Alba"
"nm0016181","Manuel Alba"
"nm0016182","Manuel M. Alba"
"nm0016183","Maria Alba"
"nm0016184","Maria Alba Esposito"
"nm0016188","Octavio Alba"
"nm0016190","Orpha Alba"
"nm0016191","Paco de Alba"
"nm0016196","Rose Alba"
"nm0016197","Rosita Alba"
"nm0016200","Tota Alba"
"nm0016203","Alfonso Albacete"
"nm0016206","Hester Albach"
"nm0016207","Rosa Albach-Retty"
"nm0016208","Wolf Albach-Retty"
"nm0016212","David Albahari"
"nm0016218","María Dalbaicín"
"nm0016219","Miguel Albaicín"
"nm0016220","Rafael Albaicín"
"nm0016222","Zahim Albakri"
"nm0016223","Zarul Albakri"
"nm0016225","David Albala"
"nm0016227","Javier Albalá"
"nm0016228","Guy Albala"
"nm0016231","Geli Albaladejo"
"nm0016234","Miguel Albaladejo"
"nm0016236","Alfonso Albalat"
"nm0016240","Evan Albam"
"nm0016243","Carlo Alban"
"nm0016246","Ernesto Alban"
"nm0016248","Françoise Alban"
"nm0016252","Manny Albam"
"nm0016258","Pep Albanell"
"nm0016260","Ava Lee Scott"
"nm0016261","Alex Albanese"
"nm0016262","Angelo Albanese"
"nm0016263","Antonio Albanese"
"nm0016264","Brett Albanese"
"nm0016266","Flavio Albanese"
"nm0016267","Francesco Albanese"
"nm0016268","Frank Albanese"
"nm0016269","Giovanni Albanese"
"nm0016270","Guido Albanese"
"nm0016274","Licia Albanese"
"nm0016275","Michael Albanese"
"nm0016280","Vincenzo Albanese"
"nm0016281","Giovanni Albanesi"
"nm0016282","Meggie Albanesi"
"nm0016284","Nilza Albanezzi"
"nm0016285","Alberto Albani Barbieri"
"nm0016286","Andrea Albani"
"nm0016287","Elsa Albani"
"nm0016290","Marcella Albani"
"nm0016291","Marcello Albani"
"nm0016293","Nicolae Albani"
"nm0016294","Pietro Albani"
"nm0016295","Romano Albani"
"nm0016296","John Albanis"
"nm0016297","Anthony Albano"
"nm0016300","Gianfranco Albano"
"nm0016301","Jennifer Albano"
"nm0016302","John Albano"
"nm0016304","Lou Albano"
"nm0016305","Luis Albano"
"nm0016306","Léo Albano"
"nm0016313","K. Albanov"
"nm0016314","Bruno Albanti"
"nm0016315","Iris Klein"
"nm0016317","Fernande Albany"
"nm0016319","Joe Albany"
"nm0016321","Alban Ceray"
"nm0016322","José Luis Albar"
"nm0016326","Fernando Albares"
"nm0016328","Celeste Albaret"
"nm0016331","John Albarian"
"nm0016332","Damon Albarn"
"nm0016336","Gerardo Albarrán"
"nm0016340","Ricardo Albarrán"
"nm0016341","Socorro Albarrán"
"nm0016345","Timothy Albaugh"
"nm0016350","Marie Albe"
"nm0016354","Freddy Albeck"
"nm0016355","Itzik Albeck"
"nm0016357","Rasmus Albeck"
"nm0016360","Donald Albee"
"nm0016361","Edward Albee"
"nm0016363","George Sumner Albee"
"nm0016365","Josh Albee"
"nm0016369","Bruria Albeck"
"nm0016370","Mark Albela"
"nm0016371","Sergio Albelli"
"nm0016372","Adriana Alben"
"nm0016375","Patrick Albenque"
"nm0016376","Antonio Alber"
"nm0016377","Dominik Alber"
"nm0016378","Kevin Alber"
"nm0016381","François Albéra"
"nm0016382","Amerigo Alberani"
"nm0016385","Luisa Alberca"
"nm0016392","Robert Alberdingk Thijm"
"nm0016394","Franziska Alberg"
"nm0016395","Mildred Freed Alberg"
"nm0016400","Maria Albergaria"
"nm0016401","Betty Alberge"
"nm0016402","Anna Maria Alberghetti"
"nm0016404","Roberto Alberghini"
"nm0016405","Domenico Albergo"
"nm0016406","Eduardo Albergaria"
"nm0016408","Angelo Alberi"
"nm0016411","Daniel Alberich"
"nm0016412","Enric Alberich"
"nm0016413","Ferran Alberich"
"nm0016414","Salvador de Alberich"
"nm0016419","Massimo Alberini"
"nm0016420","David Alberman"
"nm0016422","Luis Alberni"
"nm0016423","Carmela Albero"
"nm0016424","Gus Albero"
"nm0016428","Carles Alberola"
"nm0016430","Christophe Alberola"
"nm0016432","Sherry Alberoni"
"nm0016435","Annie Albers"
"nm0016436","Chip Albers"
"nm0016444","Helge Albers"
"nm0016450","Peter Albers"
"nm0016454","Philip Alberstat"
"nm0016455","Chava Alberstein"
"nm0016462","Adalberto Fornario"
"nm0016469","Annie Albert"
"nm0016471","Antonio Albert"
"nm0016472","Arnold Albert"
"nm0016473","Arthur Albert"
"nm0016475","Barbara Albert"
"nm0016479","Cari-Esta Albert"
"nm0016480","Carl A. Albert"
"nm0016490","Didier Albert"
"nm0016492","Elsie Albert"
"nm0016493","Emmerich Albert"
"nm0016496","Erna Albert"
"nm0016499","Eugen Albert"
"nm0016501","Frankie Albert"
"nm0016502","Fred Albert"
"nm0016507","Gina Albert"
"nm0016519","Jeff Albert"
"nm0016520","Jenny Albert"
"nm0016521","Jerry Albert"
"nm0016527","John A. Albert"
"nm0016529","José Albert"
"nm0016532","Julius Albert"
"nm0016534","Katherine Albert"
"nm0016535","Katie Albert"
"nm0016542","Luc Albert"
"nm0016548","Marv Albert"
"nm0016549","Marvin H. Albert"
"nm0016551","María Dolores Albert"
"nm0016552","Maxine Albert"
"nm0016554","Mercedes Albert"
"nm0016560","Mona Albert"
"nm0016561","Morris Albert"
"nm0016569","Paule Albert"
"nm0016572","Pierre Albert"
"nm0016574","Péter Albert"
"nm0016577","Raoul Albert"
"nm0016580","Richard L. Albert"
"nm0016583","Ronnie Albert"
"nm0016584","Ross Albert"
"nm0016588","Shanna Albert"
"nm0016589","Shari Albert"
"nm0016592","Sinte S. Albert"
"nm0016603","Trevor Albert"
"nm0016604","Ulf Albert"
"nm0016607","Wil Albert"
"nm0016608","Alberta"
"nm0016610","Clint Alberta"
"nm0016611","Laura Alberta"
"nm0016615","Claudia Albertario"
"nm0016617","Giorgio Albertazzi"
"nm0016621","Mario Albertelli"
"nm0016623","Alessandra Alberti"
"nm0016625","Anna Lina Alberti"
"nm0016626","Annie Alberti"
"nm0016627","Aída Alberti"
"nm0016628","Barbara Alberti"
"nm0016635","Fabio Alberti"
"nm0016638","Francesco Alberti"
"nm0016641","Fritz Alberti"
"nm0016642","Gigio Alberti"
"nm0016644","Giuseppe Alberti"
"nm0016645","Guglielmo Alberti"
"nm0016646","Guido Alberti"
"nm0016653","Karl Alberti"
"nm0016655","Louis Alberti"
"nm0016657","Manuela Alberti"
"nm0016660","Marisa Alberti"
"nm0016662","Maryse Alberti"
"nm0016664","Mathilde Alberti"
"nm0016666","Mercedes Alberti"
"nm0016667","Rafael Alberti"
"nm0016670","Sandra Alberti"
"nm0016672","Sergio Alberti"
"nm0016674","Viola Alberti"
"nm0016675","Willeke Alberti"
"nm0016681","Maria Albertina"
"nm0016682","Marta Albertinazzi"
"nm0016686","Viv Albertine"
"nm0016687","Ellen Albertini Dow"
"nm0016688","Alberto Albertini"
"nm0016691","Edda Albertini"
"nm0016693","Giampiero Albertini"
"nm0016697","Luciano Albertini"
"nm0016698","Lucie Albertini"
"nm0016700","Marcel Albertini"
"nm0016702","Marta Albertini"
"nm0016703","Michel Albertini"
"nm0016704","Mietta Albertini"
"nm0016707","Signorina Albertini"
"nm0016708","Alberto"
"nm0016713","Carlos Alberto"
"nm0016715","Carlos Alberto"
"nm0016718","Eliseo Alberto"
"nm0016722","Jaime Alberto"
"nm0016724","Jose Alberto"
"nm0016726","João Alberto"
"nm0016728","Luiz Alberto"
"nm0016729","Luís Alberto"
"nm0016733","Raúl Alberto"
"nm0016737","Gilda Albertoni"
"nm0016742","Anita Alberts"
"nm0016747","J. van Zyl Alberts"
"nm0016751","Karl-Erik Alberts"
"nm0016753","Kristoffer Berre Alberts"
"nm0016754","Lois Ayres"
"nm0016757","Michael Alberts"
"nm0016761","Ulvis Alberts"
"nm0016767","Norbert Albertson Jr."
"nm0016769","Arthur Albertson"
"nm0016770","Chris Albertson"
"nm0016771","Coit Albertson"
"nm0016772","Eric Albertson"
"nm0016774","Grace Albertson"
"nm0016776","Jack Albertson"
"nm0016781","Mabel Albertson"
"nm0016784","Mitzie Albertson"
"nm0016787","Anki Albertsson"
"nm0016790","Alberty"
"nm0016791","Albert Alberty"
"nm0016793","Karl-Otto Alberty"
"nm0016798","Cristina Alberó"
"nm0016799","Emil Albes"
"nm0016802","José Albiach"
"nm0016805","Jean-Gabriel Albicocco"
"nm0016806","Quinto Albicocco"
"nm0016807","Acacia Albida"
"nm0016814","Manuel Albignoni"
"nm0016815","Karin Albihn"
"nm0016816","Elsie Albiin"
"nm0016817","Emmy Albiin"
"nm0016820","Catherine Albin"
"nm0016826","Hans Albin"
"nm0016830","Jonquille Albin"
"nm0016834","Peter Albin"
"nm0016836","Valentine Albin"
"nm0016837","Edoardo Albinati"
"nm0016840","Vali Albinet"
"nm0016841","Vasile Albinet"
"nm0016842","Graziela Albini"
"nm0016843","Dick Albino"
"nm0016845","Luisa Albinoni"
"nm0016846","Tomaso Albinoni"
"nm0016850","Jens Albinus"
"nm0016851","Yvonne Albinus"
"nm0016852","Francesc Albiol"
"nm0016855","Louis Albion"
"nm0016860","Mark Albiston"
"nm0016861","Mikel Albisu"
"nm0016863","Yuri Albitsky"
"nm0016864","Fernando Albizu"
"nm0016866","Francisco Albiñana"
"nm0016868","Ricardo Albiñana"
"nm0016875","Julio Albo"
"nm0016877","Mushon Alboher"
"nm0016878","Abel Alboim"
"nm0016880","Mitch Albom"
"nm0016882","Giulio Albonico"
"nm0016886","Louis Alborado"
"nm0016887","Francesc Alborch"
"nm0016888","Mafa Albores"
"nm0016895","Graham Alborough"
"nm0016898","Luis Albors"
"nm0016900","Karin Albou"
"nm0016904","Renée Albouy"
"nm0016910","Martha Albrand"
"nm0016917","Andreas Albrecht"
"nm0016918","Ardon Albrecht"
"nm0016919","Artur Albrecht"
"nm0016923","Chris Albrecht"
"nm0016926","Craig Albrecht"
"nm0016932","Ernst H. Albrecht"
"nm0016939","Ina Albrecht"
"nm0016940","Inge Albrecht"
"nm0016949","Josef Albrecht"
"nm0016950","Joseph Albrecht"
"nm0016951","Julia Albrecht"
"nm0016952","Jutta Albrecht"
"nm0016954","Karin Albrecht"
"nm0016956","Klaus Albrecht"
"nm0016961","Marcy Albrecht"
"nm0016965","Michael Albrecht"
"nm0016966","Nicolai Albrecht"
"nm0016971","Regine Albrecht"
"nm0016975","Rosa Albrecht"
"nm0016979","Thomas Albrecht"
"nm0016981","Ute Albrecht"
"nm0016983","Vickerl Albrecht"
"nm0016994","Thomas Albrechtsen"
"nm0016995","Janez Albreht"
"nm0016998","Jean-Louis Levi-Alvarès"
"nm0017001","Ariauna Albright"
"nm0017002","Brett Albright"
"nm0017004","Carlton J. Albright"
"nm0017013","Hardie Albright"
"nm0017020","Joey Albright"
"nm0017028","Lisa Albright"
"nm0017030","Lola Albright"
"nm0017032","Melissa Albright"
"nm0017036","Richie Albright"
"nm0017044","Wally Albright"
"nm0017046","Eduardo Borrás"
"nm0017049","David Albritton"
"nm0017050","Arthur Albro"
"nm0017053","Elena Albu"
"nm0017054","Albu Ioan"
"nm0017056","Ruth Albu"
"nm0017062","Mircea Albulescu"
"nm0017063","Jefferson Albuquerque"
"nm0017070","Claudia Albuquerque"
"nm0017072","Eduardo Caldas"
"nm0017073","Eduardo Albuquerque"
"nm0017074","Ernesto de Albuquerque"
"nm0017078","Marcelo Albuquerque"
"nm0017079","Marina Albuquerque"
"nm0017080","Mickey Albuquerque"
"nm0017087","José Alburquerque"
"nm0017091","Claire Alby"
"nm0017092","Martin Albert"
"nm0017093","Stefano Albé"
"nm0017094","Carmen Albéniz"
"nm0017096","Isaac Albéniz"
"nm0017097","J. Luis Albéniz"
"nm0017101","Philippe Albéra"
"nm0017102","Iris Albøge"
"nm0017105","José María Alcaide de Zafra"
"nm0017109","Don Alcaide"
"nm0017111","Jesús Alcaide"
"nm0017112","Jorge Alcaide"
"nm0017116","P. Alcaide"
"nm0017117","Pilar Alcaide"
"nm0017118","Ruthie Alcaide"
"nm0017119","Tomas Alcaide"
"nm0017122","Pancho Alcaine"
"nm0017124","Alfredo Alcala"
"nm0017125","Jose Alcala"
"nm0017131","Thomas Alcala"
"nm0017133","Mosko Alkalai"
"nm0017135","Joaquín Alcalde de Zafra"
"nm0017137","Carlos Alcalde"
"nm0017140","Gustavo Alcalde"
"nm0017141","José Alcayde"
"nm0017142","José Andrés Alcalde"
"nm0017143","Laura Alcalde"
"nm0017144","Luis Alcalde"
"nm0017148","Felix Alcallaga"
"nm0017149","Maestro Alcalá Galiano"
"nm0017150","Niceto Alcalá Zamora"
"nm0017151","Alberto Alcalá"
"nm0017152","Antonio Alcalá"
"nm0017158","María Luisa Alcalá"
"nm0017160","Gérard Alcan"
"nm0017163","Ernesto Alcantar"
"nm0017167","Tony Alcantar"
"nm0017171","Eduardo Alcaraz"
"nm0017172","Estela Alcaraz"
"nm0017177","José Antonio Alcaraz"
"nm0017179","Julio Alcaraz"
"nm0017180","Luis Alcaraz"
"nm0017181","Luis Alcaraz"
"nm0017186","Rafael Alcaraz"
"nm0017189","Ángel Alcaraz"
"nm0017191","Roberto Alcarraz"
"nm0017202","Rafael Alcayde"
"nm0017203","José Alcazaba"
"nm0017207","Daniel Alcaíno"
"nm0017208","Aurélia Alcaïs"
"nm0017213","Luana Alcañiz"
"nm0017214","Muntsa Alcañiz"
"nm0017217","Alan Alch"
"nm0017223","Diego Alchimede"
"nm0017225","Mark Alchin"
"nm0017232","Enrique Alcides"
"nm0017233","Javier Alcina"
"nm0017235","Bob Alcivar"
"nm0017236","Marlies van Alcmaer"
"nm0017237","José Luis Alcobendas"
"nm0017246","Santos Alcocer"
"nm0017247","Teresa Alcocer"
"nm0017248","Víctor Alcocer"
"nm0017250","Adriana Alcock"
"nm0017259","Robert Alcock"
"nm0017262","Selene Alcock"
"nm0017264","José Luis Alcofar"
"nm0017265","Luis Alcofar"
"nm0017266","Mariana Alcoforado"
"nm0017272","Janet Alcoriza"
"nm0017274","Luis Alcoriza"
"nm0017275","Raquel Alcoriza"
"nm0017276","Bill Alcorn"
"nm0017279","Cynthia Alcorn"
"nm0017282","Joan Alcorn"
"nm0017285","Keith Alcorn"
"nm0017286","Olive Ann Alcorn"
"nm0017288","R.W. Alcorn"
"nm0017291","Steve Alcorn"
"nm0017297","Arthur Alcott"
"nm0017298","Gavin Alcott"
"nm0017301","Louisa May Alcott"
"nm0017303","Robert B. Alcott"
"nm0017305","Todd Alcott"
"nm0017306","Yvette Alcott"
"nm0017308","Catherine Alcover"
"nm0017309","Gabriel Alcover"
"nm0017310","Pierre Alcover"
"nm0017311","Raúl Alcover"
"nm0017312","Nicola Alcozer"
"nm0017315","Inocencia Alcubierre"
"nm0017319","Francesc Alcácer"
"nm0017321","Pepita Alcácer"
"nm0017322","Pedro Alcántara Herrán"
"nm0017324","Celia Alcántara"
"nm0017327","José Alcántara"
"nm0017329","Manuel Alcántara"
"nm0017331","Noé Alcántara"
"nm0017334","Rafael Alcántara"
"nm0017335","Raúl Alcántara"
"nm0017336","Renato Alcántara"
"nm0017343","Damián Alcázar"
"nm0017346","Jorge Alcázar"
"nm0017347","Julio Alcázar"
"nm0017352","Rafael Alcázar"
"nm0017354","Tomás Alcázar"
"nm0017356","Víctor Barrera"
"nm0017357","Wendy Alcázar"
"nm0017358","Ángel Alcázar"
"nm0017364","Gisèle Alcée"
"nm0017366","Alfredo Alcón"
"nm0017368","Manuel Alcón"
"nm0017369","Mariano Alcón"
"nm0017370","Pilar Alcón"
"nm0017372","Antony Alda"
"nm0017373","Beatrice Alda"
"nm0017376","Robert Alda"
"nm0017377","Rutanya Alda"
"nm0017381","Carmen Aldaco"
"nm0017382","Marco Aldaco"
"nm0017386","Jorge Aldama Jr."
"nm0017387","Emanuel Aldama"
"nm0017389","Jorge Aldama"
"nm0017391","Julio Aldama"
"nm0017392","Julio Aldama Jr."
"nm0017395","Ana Luz Aldana"
"nm0017398","Lolita Aldana"
"nm0017399","Luis Aldana"
"nm0017400","Michelle Aldana"
"nm0017402","Pedro Aldana"
"nm0017403","Tatus Aldana"
"nm0017408","Camilo Aldao"
"nm0017412","Rubén Aldao"
"nm0017415","Mikhail Aldashin"
"nm0017418","Luis Alday"
"nm0017419","Lupita Alday"
"nm0017425","Radu Aldea"
"nm0017426","Ion Aldea-Teodorovici"
"nm0017429","Ignacio Aldecoa"
"nm0017431","Luis E. de Aldecoa"
"nm0017432","Nat Aldeen"
"nm0017434","Baurzhan Aldekov"
"nm0017436","Aviv Aldema"
"nm0017443","Betty Alden"
"nm0017447","Steven Melching"
"nm0017450","Charles Bernstein"
"nm0017454","David Alden"
"nm0017455","Debra Alden"
"nm0017456","Diana Alden"
"nm0017460","Ginger Alden"
"nm0017464","Hazel Alden"
"nm0017473","Jerome Alden"
"nm0017475","Joan Alden"
"nm0017479","John Alden"
"nm0017488","Mary Alden"
"nm0017490","Michael Alden"
"nm0017491","Norman Alden"
"nm0017493","Priscilla Alden"
"nm0017494","Richard Alden"
"nm0017496","Robert Alden"
"nm0017497","Robert Alden"
"nm0017500","Steve Alden"
"nm0017501","Terry Alden"
"nm0017503","Jean Alden-Delos"
"nm0017519","Don Alder"
"nm0017521","Jakob Alder"
"nm0017524","Jill Adler"
"nm0017530","Thomas Alder"
